Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
Center Frequency:,1420400000.000000,Hz
Span:,2000000.000000,Hz
Resolution Bandwidth:,30000.000000,Hz
Video Bandwidth:,30000.000000,Hz
Reference Level:,-100.000000,dBm
Sweep Time:,1.000000,s
Num Points:,461
Units,Hz,dBm
No.,Frequecncy(Hz),Amplitude(dBm)
283,1420626086.956522,-1.046802444e+02
284,1420630434.782609,-1.047498398e+02
285,1420634782.608696,-1.048153687e+02
286,1420639130.434783,-1.047364044e+02
287,1420643478.260870,-1.048112640e+02
288,1420647826.086957,-1.048795471e+02
289,1420652173.913043,-1.047873306e+02
290,1420656521.739130,-1.047488556e+02
291,1420660869.565217,-1.047516098e+02
292,1420665217.391304,-1.047890396e+02
293,1420669565.217391,-1.048407898e+02
294,1420673913.043478,-1.048147964e+02
295,1420678260.869565,-1.048324432e+02
296,1420682608.695652,-1.047695923e+02
297,1420686956.521739,-1.048795395e+02
298,1420691304.347826,-1.047832642e+02
299,1420695652.173913,-1.047734451e+02
300,1420700000.000000,-1.048071899e+02
301,1420704347.826087,-1.048327408e+02
302,1420708695.652174,-1.048322525e+02
303,1420713043.478261,-1.048627853e+02
304,1420717391.304348,-1.047565613e+02
305,1420721739.130435,-1.048094101e+02
306,1420726086.956522,-1.048095016e+02
307,1420730434.782609,-1.047682953e+02
308,1420734782.608696,-1.048390198e+02
309,1420739130.434783,-1.047867737e+02
310,1420743478.260870,-1.047509842e+02
311,1420747826.086957,-1.047353821e+02
312,1420752173.913043,-1.048103714e+02
313,1420756521.739130,-1.048335876e+02
314,1420760869.565217,-1.048292694e+02
315,1420765217.391304,-1.048094177e+02
316,1420769565.217391,-1.047878723e+02
317,1420773913.043478,-1.047810822e+02
318,1420778260.869565,-1.047255936e+02
319,1420782608.695652,-1.048510666e+02
320,1420786956.521739,-1.048458176e+02
321,1420791304.347826,-1.048924484e+02
322,1420795652.173913,-1.047822723e+02
323,1420800000.000000,-1.048987198e+02
324,1420804347.826087,-1.049755630e+02
325,1420808695.652174,-1.048278732e+02
326,1420813043.478261,-1.047757950e+02
327,1420817391.304348,-1.047926178e+02
328,1420821739.130435,-1.048669815e+02
